"species_id","class","order","family","genus","species","common","sci_name"
27701,"Mammalia","Rodentia","Muridae","Oryzomys","tatei",NA,"Oryzomys tatei"
16874,"Mammalia","Rodentia","Muridae","Oryzomys","xantheolus","Yellowish Rice Rat","Oryzomys xantheolus"
16875,"Mammalia","Rodentia","Muridae","Oryzomys","yunganus","Yungas Rice Rat","Oryzomys yunganus"
16876,"Mammalia","Rodentia","Muridae","Osgoodomys","banderanus","Michoacan Deer Mouse","Osgoodomys banderanus"
16598,"Mammalia","Rodentia","Muridae","Otomys","anchietae","Angolan Vlei Rat","Otomys anchietae"
16599,"Mammalia","Rodentia","Muridae","Otomys","angoniensis","Angoni Vlei Rat","Otomys angoniensis"
16600,"Mammalia","Rodentia","Muridae","Otomys","denti","Dent's Vlei Rat","Otomys denti"
16601,"Mammalia","Rodentia","Muridae","Otomys","irroratus","Vlei Rat","Otomys irroratus"
16602,"Mammalia","Rodentia","Muridae","Otomys","laminatus","Laminate Vlei Rat","Otomys laminatus"
16603,"Mammalia","Rodentia","Muridae","Otomys","maximus","Large Vlei Rat","Otomys maximus"
16604,"Mammalia","Rodentia","Muridae","Otomys","occidentalis","Western Vlei Rat","Otomys occidentalis"
16605,"Mammalia","Rodentia","Muridae","Otomys","saundersiae","Saunders's Vlei Rat","Otomys saundersiae"
16606,"Mammalia","Rodentia","Muridae","Otomys","sloggetti","Sloggett's Vlei Rat","Otomys sloggetti"
16607,"Mammalia","Rodentia","Muridae","Otomys","tropicalis","Tropical Vlei Rat","Otomys tropicalis"
16608,"Mammalia","Rodentia","Muridae","Otomys","typus","Typical Vlei Rat","Otomys typus"
16609,"Mammalia","Rodentia","Muridae","Otomys","unisulcatus","Bush Vlei Rat","Otomys unisulcatus"
16877,"Mammalia","Rodentia","Muridae","Otonyctomys","hatti","Hatt's Vesper Rat","Otonyctomys hatti"
16878,"Mammalia","Rodentia","Muridae","Ototylomys","phyllotis","Big-eared Climbing Rat","Ototylomys phyllotis"
16879,"Mammalia","Rodentia","Muridae","Oxymycterus","akodontius","Argentine Hocicudo","Oxymycterus akodontius"
16880,"Mammalia","Rodentia","Muridae","Oxymycterus","angularis","Angular Hocicudo","Oxymycterus angularis"
16881,"Mammalia","Rodentia","Muridae","Oxymycterus","delator","Spy Hocicudo","Oxymycterus delator"
16882,"Mammalia","Rodentia","Muridae","Oxymycterus","hiska","Small Hocicudo","Oxymycterus hiska"
16883,"Mammalia","Rodentia","Muridae","Oxymycterus","hispidus","Hispid Hocicudo","Oxymycterus hispidus"
16884,"Mammalia","Rodentia","Muridae","Oxymycterus","hucucha","Quechuan Hocicudo","Oxymycterus hucucha"
16885,"Mammalia","Rodentia","Muridae","Oxymycterus","iheringi","Ihering's Hocicudo","Oxymycterus iheringi"
16886,"Mammalia","Rodentia","Muridae","Oxymycterus","inca","Incan Hocicudo","Oxymycterus inca"
16887,"Mammalia","Rodentia","Muridae","Oxymycterus","nasutus","Long-nosed Hocicudo","Oxymycterus nasutus"
16888,"Mammalia","Rodentia","Muridae","Oxymycterus","paramensis","Paramo Hocicudo","Oxymycterus paramensis"
16889,"Mammalia","Rodentia","Muridae","Oxymycterus","roberti","Robert's Hocicudo","Oxymycterus roberti"
16890,"Mammalia","Rodentia","Muridae","Oxymycterus","rufus","Red Hocicudo","Oxymycterus rufus"
16017,"Mammalia","Rodentia","Muridae","Pachyuromys","duprasi","Fat-tailed Gerbil","Pachyuromys duprasi"
16397,"Mammalia","Rodentia","Muridae","Palawanomys","furvus","Palawan Soft-furred Mountain Rat","Palawanomys furvus"
16398,"Mammalia","Rodentia","Muridae","Papagomys","armandvillei","Flores Giant Tree Rat","Papagomys armandvillei"
16400,"Mammalia","Rodentia","Muridae","Parahydromys","asper","Coarse-haired Water Rat","Parahydromys asper"
16401,"Mammalia","Rodentia","Muridae","Paraleptomys","rufilatus","Northern Water Rat","Paraleptomys rufilatus"
16402,"Mammalia","Rodentia","Muridae","Paraleptomys","wilhelmina","Short-haired Water Rat","Paraleptomys wilhelmina"
16610,"Mammalia","Rodentia","Muridae","Parotomys","brantsii","Brants's Whistling Rat","Parotomys brantsii"
16611,"Mammalia","Rodentia","Muridae","Parotomys","littledalei","Littledale's Whistling Rat","Parotomys littledalei"
16403,"Mammalia","Rodentia","Muridae","Paruromys","dominator","Sulawesi Giant Rat","Paruromys dominator"
16404,"Mammalia","Rodentia","Muridae","Paruromys","ursinus","Sulawesi Bear Rat","Paruromys ursinus"
16406,"Mammalia","Rodentia","Muridae","Pelomys","campanae","Bell Groove-toothed Swamp Rat","Pelomys campanae"
16407,"Mammalia","Rodentia","Muridae","Pelomys","fallax","Creek Groove-toothed Swamp Rat","Pelomys fallax"
16408,"Mammalia","Rodentia","Muridae","Pelomys","hopkinsi","Hopkins's Groove-toothed Swamp Rat","Pelomys hopkinsi"
16409,"Mammalia","Rodentia","Muridae","Pelomys","isseli","Issel's Groove-toothed Swamp Rat","Pelomys isseli"
16410,"Mammalia","Rodentia","Muridae","Pelomys","minor","Least Groove-toothed Swamp Rat","Pelomys minor"
16891,"Mammalia","Rodentia","Muridae","Peromyscus","attwateri","Texas Mouse","Peromyscus attwateri"
16892,"Mammalia","Rodentia","Muridae","Peromyscus","aztecus","Aztec Mouse","Peromyscus aztecus"
16893,"Mammalia","Rodentia","Muridae","Peromyscus","boylii","Brush Mouse","Peromyscus boylii"
16894,"Mammalia","Rodentia","Muridae","Peromyscus","bullatus","Perote Mouse","Peromyscus bullatus"
16895,"Mammalia","Rodentia","Muridae","Peromyscus","californicus","California Mouse","Peromyscus californicus"
16896,"Mammalia","Rodentia","Muridae","Peromyscus","caniceps","Burt's Deer Mouse","Peromyscus caniceps"
16897,"Mammalia","Rodentia","Muridae","Peromyscus","crinitus","Canyon Mouse","Peromyscus crinitus"
16898,"Mammalia","Rodentia","Muridae","Peromyscus","dickeyi","Dickey's Deer Mouse","Peromyscus dickeyi"
16899,"Mammalia","Rodentia","Muridae","Peromyscus","difficilis","Zacatecan Deer Mouse","Peromyscus difficilis"
16900,"Mammalia","Rodentia","Muridae","Peromyscus","eremicus","Cactus Mouse","Peromyscus eremicus"
16901,"Mammalia","Rodentia","Muridae","Peromyscus","eva","Eva's Desert Mouse","Peromyscus eva"
16902,"Mammalia","Rodentia","Muridae","Peromyscus","furvus","Blackish Deer Mouse","Peromyscus furvus"
16903,"Mammalia","Rodentia","Muridae","Peromyscus","gossypinus","Cotton Mouse","Peromyscus gossypinus"
16904,"Mammalia","Rodentia","Muridae","Peromyscus","grandis","Big Deer Mouse","Peromyscus grandis"
16905,"Mammalia","Rodentia","Muridae","Peromyscus","gratus","Osgood's Mouse","Peromyscus gratus"
16906,"Mammalia","Rodentia","Muridae","Peromyscus","guardia","Angel Island Mouse","Peromyscus guardia"
16907,"Mammalia","Rodentia","Muridae","Peromyscus","guatemalensis","Guatemalan Deer Mouse","Peromyscus guatemalensis"
16908,"Mammalia","Rodentia","Muridae","Peromyscus","gymnotis","Naked-eared Deer Mouse","Peromyscus gymnotis"
16909,"Mammalia","Rodentia","Muridae","Peromyscus","hooperi","Hooper's Mouse","Peromyscus hooperi"
16910,"Mammalia","Rodentia","Muridae","Peromyscus","interparietalis","San Lorenzo Mouse","Peromyscus interparietalis"
16911,"Mammalia","Rodentia","Muridae","Peromyscus","leucopus","White-footed Mouse","Peromyscus leucopus"
16912,"Mammalia","Rodentia","Muridae","Peromyscus","levipes","Nimble-footed Mouse","Peromyscus levipes"
16913,"Mammalia","Rodentia","Muridae","Peromyscus","madrensis","Tres Marias Island Mouse","Peromyscus madrensis"
16914,"Mammalia","Rodentia","Muridae","Peromyscus","maniculatus","Deer Mouse","Peromyscus maniculatus"
16915,"Mammalia","Rodentia","Muridae","Peromyscus","mayensis","Maya Mouse","Peromyscus mayensis"
16916,"Mammalia","Rodentia","Muridae","Peromyscus","megalops","Brown Deer Mouse","Peromyscus megalops"
16917,"Mammalia","Rodentia","Muridae","Peromyscus","mekisturus","Puebla Deer Mouse","Peromyscus mekisturus"
16918,"Mammalia","Rodentia","Muridae","Peromyscus","melanocarpus","Zempoaltepec Deer Mouse","Peromyscus melanocarpus"
16919,"Mammalia","Rodentia","Muridae","Peromyscus","melanophrys","Plateau Mouse","Peromyscus melanophrys"
16920,"Mammalia","Rodentia","Muridae","Peromyscus","melanotis","Black-eared Mouse","Peromyscus melanotis"
16921,"Mammalia","Rodentia","Muridae","Peromyscus","melanurus","Black-tailed Mouse","Peromyscus melanurus"
16922,"Mammalia","Rodentia","Muridae","Peromyscus","merriami","Mesquite Mouse","Peromyscus merriami"
16923,"Mammalia","Rodentia","Muridae","Peromyscus","mexicanus","Mexican Deer Mouse","Peromyscus mexicanus"
16924,"Mammalia","Rodentia","Muridae","Peromyscus","nasutus","Northern Rock Mouse","Peromyscus nasutus"
16925,"Mammalia","Rodentia","Muridae","Peromyscus","ochraventer","El Carrizo Deer Mouse","Peromyscus ochraventer"
16926,"Mammalia","Rodentia","Muridae","Peromyscus","oreas","Columbian Mouse","Peromyscus oreas"
16927,"Mammalia","Rodentia","Muridae","Peromyscus","pectoralis","White-ankled Mouse","Peromyscus pectoralis"
16929,"Mammalia","Rodentia","Muridae","Peromyscus","perfulvus","Marsh Mouse","Peromyscus perfulvus"
16930,"Mammalia","Rodentia","Muridae","Peromyscus","polionotus","Oldfield Mouse","Peromyscus polionotus"
16931,"Mammalia","Rodentia","Muridae","Peromyscus","polius","Chihuahuan Mouse","Peromyscus polius"
16932,"Mammalia","Rodentia","Muridae","Peromyscus","pseudocrinitus","False Canyon Mouse","Peromyscus pseudocrinitus"
16933,"Mammalia","Rodentia","Muridae","Peromyscus","sejugis","Santa Cruz Mouse","Peromyscus sejugis"
16934,"Mammalia","Rodentia","Muridae","Peromyscus","simulus","Nayarit Mouse","Peromyscus simulus"
16935,"Mammalia","Rodentia","Muridae","Peromyscus","sitkensis","Sitka Mouse","Peromyscus sitkensis"
16936,"Mammalia","Rodentia","Muridae","Peromyscus","slevini","Slevin's Mouse","Peromyscus slevini"
16937,"Mammalia","Rodentia","Muridae","Peromyscus","spicilegus","Gleaning Mouse","Peromyscus spicilegus"
16938,"Mammalia","Rodentia","Muridae","Peromyscus","stephani","San Esteban Island Mouse","Peromyscus stephani"
16939,"Mammalia","Rodentia","Muridae","Peromyscus","stirtoni","Stirton's Deer Mouse","Peromyscus stirtoni"
16940,"Mammalia","Rodentia","Muridae","Peromyscus","truei","Pinyon Mouse","Peromyscus truei"
16941,"Mammalia","Rodentia","Muridae","Peromyscus","winkelmanni","Winkelmann's Mouse","Peromyscus winkelmanni"
16942,"Mammalia","Rodentia","Muridae","Peromyscus","yucatanicus","Yucatan Deer Mouse","Peromyscus yucatanicus"
16943,"Mammalia","Rodentia","Muridae","Peromyscus","zarhynchus","Chiapan Deer Mouse","Peromyscus zarhynchus"
16613,"Mammalia","Rodentia","Muridae","Petromyscus","barbouri","Barbour's Rock Mouse","Petromyscus barbouri"
16614,"Mammalia","Rodentia","Muridae","Petromyscus","collinus","Pygmy Rock Mouse","Petromyscus collinus"
16615,"Mammalia","Rodentia","Muridae","Petromyscus","monticularis","Brukkaros Pygmy Rock Mouse","Petromyscus monticularis"
16616,"Mammalia","Rodentia","Muridae","Petromyscus","shortridgei","Shortridge's Rock Mouse","Petromyscus shortridgei"
16944,"Mammalia","Rodentia","Muridae","Phaenomys","ferrugineus","Rio De Janeiro Arboreal Rat","Phaenomys ferrugineus"
15865,"Mammalia","Rodentia","Muridae","Phaulomys","andersoni","Japanese Red-backed Vole","Phaulomys andersoni"
15866,"Mammalia","Rodentia","Muridae","Phaulomys","smithii","Smith's Vole","Phaulomys smithii"
15867,"Mammalia","Rodentia","Muridae","Phenacomys","intermedius","Western Heather Vole","Phenacomys intermedius"
15868,"Mammalia","Rodentia","Muridae","Phenacomys","ungava","Eastern Heather Vole","Phenacomys ungava"
16411,"Mammalia","Rodentia","Muridae","Phloeomys","cumingi","Southern Luzon Giant Cloud Rat","Phloeomys cumingi"
16412,"Mammalia","Rodentia","Muridae","Phloeomys","pallidus","Northern Luzon Giant Cloud Rat","Phloeomys pallidus"
15897,"Mammalia","Rodentia","Muridae","Phodopus","campbelli","Campbell's Hamster","Phodopus campbelli"
15898,"Mammalia","Rodentia","Muridae","Phodopus","roborovskii","Desert Hamster","Phodopus roborovskii"
15899,"Mammalia","Rodentia","Muridae","Phodopus","sungorus","Dzhungarian Hamster","Phodopus sungorus"
16945,"Mammalia","Rodentia","Muridae","Phyllotis","amicus","Friendly Leaf-eared Mouse","Phyllotis amicus"
16946,"Mammalia","Rodentia","Muridae","Phyllotis","andium","Andean Leaf-eared Mouse","Phyllotis andium"
16947,"Mammalia","Rodentia","Muridae","Phyllotis","bonaeriensis","Buenos Aires Leaf-eared Mouse","Phyllotis bonaeriensis"
16948,"Mammalia","Rodentia","Muridae","Phyllotis","caprinus","Capricorn Leaf-eared Mouse","Phyllotis caprinus"
16949,"Mammalia","Rodentia","Muridae","Phyllotis","darwini","Darwin's Leaf-eared Mouse","Phyllotis darwini"
16950,"Mammalia","Rodentia","Muridae","Phyllotis","definitus","Definitive Leaf-eared Mouse","Phyllotis definitus"
16951,"Mammalia","Rodentia","Muridae","Phyllotis","gerbillus","Gerbil Leaf-eared Mouse","Phyllotis gerbillus"
16952,"Mammalia","Rodentia","Muridae","Phyllotis","haggardi","Haggard's Leaf-eared Mouse","Phyllotis haggardi"
16953,"Mammalia","Rodentia","Muridae","Phyllotis","magister","Master Leaf-eared Mouse","Phyllotis magister"
16954,"Mammalia","Rodentia","Muridae","Phyllotis","osgoodi","Osgood's Leaf-eared Mouse","Phyllotis osgoodi"
16955,"Mammalia","Rodentia","Muridae","Phyllotis","osilae","Bunchgrass Leaf-eared Mouse","Phyllotis osilae"
16956,"Mammalia","Rodentia","Muridae","Phyllotis","wolffsohni","Wolffsohn's Leaf-eared Mouse","Phyllotis wolffsohni"
16957,"Mammalia","Rodentia","Muridae","Phyllotis","xanthopygus","Yellow-rumped Leaf-eared Mouse","Phyllotis xanthopygus"
16413,"Mammalia","Rodentia","Muridae","Pithecheir","melanurus","Red Tree Rat","Pithecheir melanurus"
16414,"Mammalia","Rodentia","Muridae","Pithecheir","parvus","Malayan Tree Rat","Pithecheir parvus"
16618,"Mammalia","Rodentia","Muridae","Platacanthomys","lasiurus","Malabar Spiny Dormouse","Platacanthomys lasiurus"
16958,"Mammalia","Rodentia","Muridae","Podomys","floridanus","Florida Mouse","Podomys floridanus"
16959,"Mammalia","Rodentia","Muridae","Podoxymys","roraimae","Roraima Mouse","Podoxymys roraimae"
16415,"Mammalia","Rodentia","Muridae","Pogonomelomys","bruijni","Lowland Brush Mouse","Pogonomelomys bruijni"
16416,"Mammalia","Rodentia","Muridae","Pogonomelomys","mayeri","Shaw Mayer's Brush Mouse","Pogonomelomys mayeri"
27772,"Mammalia","Rodentia","Muridae","Pogonomelomys","ruemmleri",NA,"Pogonomelomys ruemmleri"
16417,"Mammalia","Rodentia","Muridae","Pogonomelomys","sevia","Highland Brush Mouse","Pogonomelomys sevia"
16418,"Mammalia","Rodentia","Muridae","Pogonomys","championi","Champion's Tree Mouse","Pogonomys championi"
16419,"Mammalia","Rodentia","Muridae","Pogonomys","loriae","Large Tree Mouse","Pogonomys loriae"
16420,"Mammalia","Rodentia","Muridae","Pogonomys","macrourus","Chestnut Tree Mouse","Pogonomys macrourus"
16421,"Mammalia","Rodentia","Muridae","Pogonomys","sylvestris","Gray-bellied Tree Mouse","Pogonomys sylvestris"
16422,"Mammalia","Rodentia","Muridae","Praomys","delectorum","Delectable Soft-furred Mouse","Praomys delectorum"
16423,"Mammalia","Rodentia","Muridae","Praomys","hartwigi","Hartweg's Soft-furred Mouse","Praomys hartwigi"
16424,"Mammalia","Rodentia","Muridae","Praomys","jacksoni","Jackson's Soft-furred Mouse","Praomys jacksoni"
16425,"Mammalia","Rodentia","Muridae","Praomys","minor","Least Soft-furred Mouse","Praomys minor"
16426,"Mammalia","Rodentia","Muridae","Praomys","misonnei","Misonne's Soft-furred Mouse","Praomys misonnei"
16427,"Mammalia","Rodentia","Muridae","Praomys","morio","Cameroon Soft-furred Mouse","Praomys morio"
16428,"Mammalia","Rodentia","Muridae","Praomys","mutoni","Muton's Soft-furred Mouse","Praomys mutoni"
16429,"Mammalia","Rodentia","Muridae","Praomys","rostratus","Forest Soft-furred Mouse","Praomys rostratus"
16430,"Mammalia","Rodentia","Muridae","Praomys","tullbergi","Tullberg's Soft-furred Mouse","Praomys tullbergi"
15925,"Mammalia","Rodentia","Muridae","Prionomys","batesi","Dollman's Tree Mouse","Prionomys batesi"
15869,"Mammalia","Rodentia","Muridae","Proedromys","bedfordi","Duke of Bedford's Vole","Proedromys bedfordi"
15870,"Mammalia","Rodentia","Muridae","Prometheomys","schaposchnikowi","Long-clawed Mole Vole","Prometheomys schaposchnikowi"
16018,"Mammalia","Rodentia","Muridae","Psammomys","obesus","Fat Sand Rat","Psammomys obesus"
16019,"Mammalia","Rodentia","Muridae","Psammomys","vexillaris","Thin Sand Rat","Psammomys vexillaris"
16431,"Mammalia","Rodentia","Muridae","Pseudohydromys","murinus","Eastern Shrew Mouse","Pseudohydromys murinus"
27780,"Mammalia","Rodentia","Muridae","Pseudohydromys","occidenta",NA,"Pseudohydromys occidenta"
16432,"Mammalia","Rodentia","Muridae","Pseudohydromys","occidentalis","Western Shrew Mouse","Pseudohydromys occidentalis"
16433,"Mammalia","Rodentia","Muridae","Pseudomys","albocinereus","Ash-gray Mouse","Pseudomys albocinereus"
16434,"Mammalia","Rodentia","Muridae","Pseudomys","apodemoides","Silky Mouse","Pseudomys apodemoides"
16435,"Mammalia","Rodentia","Muridae","Pseudomys","australis","Plains Mouse","Pseudomys australis"
16436,"Mammalia","Rodentia","Muridae","Pseudomys","bolami","Bolam's Mouse","Pseudomys bolami"
16450,"Mammalia","Rodentia","Muridae","Pseudomys","calabyi",NA,"Pseudomys calabyi"
16437,"Mammalia","Rodentia","Muridae","Pseudomys","chapmani","Western Pebble-mound Mouse","Pseudomys chapmani"
16438,"Mammalia","Rodentia","Muridae","Pseudomys","delicatulus","Little Native Mouse","Pseudomys delicatulus"
16439,"Mammalia","Rodentia","Muridae","Pseudomys","desertor","Brown Desert Mouse","Pseudomys desertor"
16440,"Mammalia","Rodentia","Muridae","Pseudomys","fieldi","Alice Springs Mouse","Pseudomys fieldi"
16441,"Mammalia","Rodentia","Muridae","Pseudomys","fumeus","Smoky Mouse","Pseudomys fumeus"
16442,"Mammalia","Rodentia","Muridae","Pseudomys","fuscus","Broad-toothed Mouse","Pseudomys fuscus"
16443,"Mammalia","Rodentia","Muridae","Pseudomys","glaucus","Blue-gray Mouse","Pseudomys glaucus"
16445,"Mammalia","Rodentia","Muridae","Pseudomys","gracilicaudatus","Eastern Chestnut Mouse","Pseudomys gracilicaudatus"
16446,"Mammalia","Rodentia","Muridae","Pseudomys","hermannsburgensis","Sandy Inland Mouse","Pseudomys hermannsburgensis"
16447,"Mammalia","Rodentia","Muridae","Pseudomys","higginsi","Long-tailed Mouse","Pseudomys higginsi"
16448,"Mammalia","Rodentia","Muridae","Pseudomys","johnsoni","Central Pebble-mound Mouse","Pseudomys johnsoni"
16449,"Mammalia","Rodentia","Muridae","Pseudomys","laborifex","Kimberly Mouse","Pseudomys laborifex"
16451,"Mammalia","Rodentia","Muridae","Pseudomys","nanus","Western Chestnut Mouse","Pseudomys nanus"
16452,"Mammalia","Rodentia","Muridae","Pseudomys","novaehollandiae","New Holland Mouse","Pseudomys novaehollandiae"
16453,"Mammalia","Rodentia","Muridae","Pseudomys","occidentalis","Western Mouse","Pseudomys occidentalis"
16454,"Mammalia","Rodentia","Muridae","Pseudomys","oralis","Hastings River Mouse","Pseudomys oralis"
16455,"Mammalia","Rodentia","Muridae","Pseudomys","patrius","Country Mouse","Pseudomys patrius"
16456,"Mammalia","Rodentia","Muridae","Pseudomys","pilligaensis","Pilliga Mouse","Pseudomys pilligaensis"
16457,"Mammalia","Rodentia","Muridae","Pseudomys","praeconis","Shark Bay Mouse","Pseudomys praeconis"
16458,"Mammalia","Rodentia","Muridae","Pseudomys","shortridgei","Heath Rat","Pseudomys shortridgei"
16459,"Mammalia","Rodentia","Muridae","Pseudomys","sp.",NA,"Pseudomys sp."
16960,"Mammalia","Rodentia","Muridae","Pseudoryzomys","simplex","Brazilian False Rice Rat","Pseudoryzomys simplex"
16961,"Mammalia","Rodentia","Muridae","Punomys","lemminus","Puna Mouse","Punomys lemminus"
16460,"Mammalia","Rodentia","Muridae","Rattus","adustus","Sunburned Rat","Rattus adustus"
16461,"Mammalia","Rodentia","Muridae","Rattus","annandalei","Annandale's Rat","Rattus annandalei"
16462,"Mammalia","Rodentia","Muridae","Rattus","argentiventer","Rice-field Rat","Rattus argentiventer"
16463,"Mammalia","Rodentia","Muridae","Rattus","baluensis","Summit Rat","Rattus baluensis"
16464,"Mammalia","Rodentia","Muridae","Rattus","bontanus","Bonthain Rat","Rattus bontanus"
16465,"Mammalia","Rodentia","Muridae","Rattus","burrus","Nonsense Rat","Rattus burrus"
27801,"Mammalia","Rodentia","Muridae","Rattus","ceramicus",NA,"Rattus ceramicus"
16466,"Mammalia","Rodentia","Muridae","Rattus","colletti","Dusky Rat","Rattus colletti"
16467,"Mammalia","Rodentia","Muridae","Rattus","elaphinus","Sula Rat","Rattus elaphinus"
16468,"Mammalia","Rodentia","Muridae","Rattus","enganus","Enggano Rat","Rattus enganus"
16469,"Mammalia","Rodentia","Muridae","Rattus","everetti","Philippine Forest Rat","Rattus everetti"
16470,"Mammalia","Rodentia","Muridae","Rattus","exulans","Polynesian Rat","Rattus exulans"
16471,"Mammalia","Rodentia","Muridae","Rattus","feliceus","Spiny Ceram Rat","Rattus feliceus"
16472,"Mammalia","Rodentia","Muridae","Rattus","foramineus","Hole Rat","Rattus foramineus"
16473,"Mammalia","Rodentia","Muridae","Rattus","fuscipes","Bush Rat","Rattus fuscipes"
16474,"Mammalia","Rodentia","Muridae","Rattus","giluwensis","Giluwe Rat","Rattus giluwensis"
16475,"Mammalia","Rodentia","Muridae","Rattus","hainaldi","Hainald's Rat","Rattus hainaldi"
16476,"Mammalia","Rodentia","Muridae","Rattus","hoffmanni","Hoffmann's Rat","Rattus hoffmanni"
16477,"Mammalia","Rodentia","Muridae","Rattus","hoogerwerfi","Hoogerwerf's Rat","Rattus hoogerwerfi"
27802,"Mammalia","Rodentia","Muridae","Rattus","hoxaensis",NA,"Rattus hoxaensis"
16478,"Mammalia","Rodentia","Muridae","Rattus","jobiensis","Japen Rat","Rattus jobiensis"
16479,"Mammalia","Rodentia","Muridae","Rattus","koopmani","Koopman's Rat","Rattus koopmani"
16480,"Mammalia","Rodentia","Muridae","Rattus","korinchi","Korinch's Rat","Rattus korinchi"
16481,"Mammalia","Rodentia","Muridae","Rattus","leucopus","Cape York Rat","Rattus leucopus"
16482,"Mammalia","Rodentia","Muridae","Rattus","losea","Lesser Rice-field Rat","Rattus losea"
16483,"Mammalia","Rodentia","Muridae","Rattus","lugens","Mentawai Rat","Rattus lugens"
16484,"Mammalia","Rodentia","Muridae","Rattus","lutreolus","Australian Swamp Rat","Rattus lutreolus"
16486,"Mammalia","Rodentia","Muridae","Rattus","marmosurus","Opossum Rat","Rattus marmosurus"
16487,"Mammalia","Rodentia","Muridae","Rattus","mindorensis","Mindoro Black Rat","Rattus mindorensis"
16488,"Mammalia","Rodentia","Muridae","Rattus","mollicomulus","Little Soft-furred Rat","Rattus mollicomulus"
16489,"Mammalia","Rodentia","Muridae","Rattus","montanus","Nillu Rat","Rattus montanus"
16490,"Mammalia","Rodentia","Muridae","Rattus","mordax","Eastern Rat","Rattus mordax"
16491,"Mammalia","Rodentia","Muridae","Rattus","morotaiensis","Molaccan Prehensile-tailed Rat","Rattus morotaiensis"
27803,"Mammalia","Rodentia","Muridae","Rattus","niobe",NA,"Rattus niobe"
16493,"Mammalia","Rodentia","Muridae","Rattus","nitidus","Himalayan Field Rat","Rattus nitidus"
16495,"Mammalia","Rodentia","Muridae","Rattus","novaeguineae","New Guinean Rat","Rattus novaeguineae"
16496,"Mammalia","Rodentia","Muridae","Rattus","osgoodi","Osgood's Rat","Rattus osgoodi"
16497,"Mammalia","Rodentia","Muridae","Rattus","palmarum","Palm Rat","Rattus palmarum"
16498,"Mammalia","Rodentia","Muridae","Rattus","pelurus","Peleng Rat","Rattus pelurus"
16499,"Mammalia","Rodentia","Muridae","Rattus","praetor","Spiny Rat","Rattus praetor"
16500,"Mammalia","Rodentia","Muridae","Rattus","ranjiniae","Kerala Rat","Rattus ranjiniae"
27804,"Mammalia","Rodentia","Muridae","Rattus","remotus",NA,"Rattus remotus"
16503,"Mammalia","Rodentia","Muridae","Rattus","sikkimensis","Sikkim Rat","Rattus sikkimensis"
16504,"Mammalia","Rodentia","Muridae","Rattus","simalurensis","Simalur Rat","Rattus simalurensis"
16505,"Mammalia","Rodentia","Muridae","Rattus","sordidus","Dusky Field Rat","Rattus sordidus"
27805,"Mammalia","Rodentia","Muridae","Rattus","sp.",NA,"Rattus sp."
16506,"Mammalia","Rodentia","Muridae","Rattus","steini","Stein's Rat","Rattus steini"
16507,"Mammalia","Rodentia","Muridae","Rattus","stoicus","Andaman Rat","Rattus stoicus"
16509,"Mammalia","Rodentia","Muridae","Rattus","tawitawiensis","Tawi-tawi Forest Rat","Rattus tawitawiensis"
16510,"Mammalia","Rodentia","Muridae","Rattus","timorensis","Timor Rat","Rattus timorensis"
16511,"Mammalia","Rodentia","Muridae","Rattus","tiomanicus","Malayan Field Rat","Rattus tiomanicus"
16512,"Mammalia","Rodentia","Muridae","Rattus","tunneyi","Pale Field Rat","Rattus tunneyi"
16513,"Mammalia","Rodentia","Muridae","Rattus","turkestanicus","Turkestan Rat","Rattus turkestanicus"
27806,"Mammalia","Rodentia","Muridae","Rattus","tyranus",NA,"Rattus tyranus"
27807,"Mammalia","Rodentia","Muridae","Rattus","verecundus",NA,"Rattus verecundus"
16514,"Mammalia","Rodentia","Muridae","Rattus","villosissimus","Long-haired Rat","Rattus villosissimus"
16515,"Mammalia","Rodentia","Muridae","Rattus","xanthurus","Yellow-tailed Rat","Rattus xanthurus"
16962,"Mammalia","Rodentia","Muridae","Reithrodon","auritus","Bunny Rat","Reithrodon auritus"
16963,"Mammalia","Rodentia","Muridae","Reithrodontomys","brevirostris","Short-nosed Harvest Mouse","Reithrodontomys brevirostris"
16964,"Mammalia","Rodentia","Muridae","Reithrodontomys","burti","Sonoran Harvest Mouse","Reithrodontomys burti"
16965,"Mammalia","Rodentia","Muridae","Reithrodontomys","chrysopsis","Volcano Harvest Mouse","Reithrodontomys chrysopsis"
16966,"Mammalia","Rodentia","Muridae","Reithrodontomys","creper","Chiriqui Harvest Mouse","Reithrodontomys creper"
16967,"Mammalia","Rodentia","Muridae","Reithrodontomys","darienensis","Darien Harvest Mouse","Reithrodontomys darienensis"
16968,"Mammalia","Rodentia","Muridae","Reithrodontomys","fulvescens","Fulvous Harvest Mouse","Reithrodontomys fulvescens"
16969,"Mammalia","Rodentia","Muridae","Reithrodontomys","gracilis","Slender Harvest Mouse","Reithrodontomys gracilis"
16970,"Mammalia","Rodentia","Muridae","Reithrodontomys","hirsutus","Hairy Harvest Mouse","Reithrodontomys hirsutus"
16971,"Mammalia","Rodentia","Muridae","Reithrodontomys","humulis","Eastern Harvest Mouse","Reithrodontomys humulis"
16972,"Mammalia","Rodentia","Muridae","Reithrodontomys","megalotis","Western Harvest Mouse","Reithrodontomys megalotis"
16973,"Mammalia","Rodentia","Muridae","Reithrodontomys","mexicanus","Mexican Harvest Mouse","Reithrodontomys mexicanus"
